title,region,edition,xboxid,pubid,gameid,discid,regionid
Bad Boys II,Europe,Original,EM00803E,EM,008,03,E
FlatOut,Europe,Original,EM00901E,EM,009,01,E
FlatOut,Germany,Original,EM00902E,EM,009,02,E
FlatOut,USA,Original,EM00904K,EM,009,04,K
Mashed: Drive to Survive,Europe,Original,EM01001E,EM,010,01,E
Ford Racing 3,Europe,Original,EM01301E,EM,013,01,E
Ford Racing 3,USA,Original,EM01303A,EM,013,03,A
Bad Boys: Miami Takedown,USA,Original,EM02201A,EM,022,01,A
Big Mutha Truckers 2,USA,Original,EM02302K,EM,023,02,K
Big Mutha Truckers 2: Truck Me Harder,Europe,Original,EM02303E,EM,023,03,E
Mashed: Fully Loaded,Europe,Original,EM02702E,EM,027,02,E
Taito Legends,Europe,Original,EM02801E,EM,028,01,E
Taito Legends,USA,Original,EM02803A,EM,028,03,A
Ultimate Pro Pinball,Europe,Original,EM02901E,EM,029,01,E
Jacked,Europe,Original,EM03001E,EM,030,01,E
Ford Street Racing,"USA, Europe",Original,EM03101W,EM,031,01,W
FlatOut 2,Germany,Original,EM03201E,EM,032,01,E
FlatOut 2,USA,Original,EM03202W,EM,032,02,W
Taito Legends 2,Europe,Original,EM03401W,EM,034,01,W
Mad Dash Racing,USA,Original,ES00102A,ES,001,02,A
Mad Dash Racing,Europe,Original,ES00103E,ES,001,03,E
Mad Dash Racing,Japan,Original,ES00105J,ES,001,05,J
Mad Dash Racing,Korea,Original,ES00107J,ES,001,07,J
Championship Manager: Season 01/02,Europe,Original,ES00201E,ES,002,01,E
Thief: Deadly Shadows,USA,Original,ES00401K,ES,004,01,K
Thief: Deadly Shadows,Europe,Original,ES00402E,ES,004,02,E
Deus Ex: Invisible War,USA,Original,ES00501K,ES,005,01,K
Deus Ex: Invisible War,Europe,Original,ES00502E,ES,005,02,E
Deus Ex: Invisible War,Germany,Original,ES00503E,ES,005,03,E
Deus Ex: Invisible War,Europe,Original,ES00504E,ES,005,04,E
Deus Ex: Invisible War,Japan,Original,ES00505J,ES,005,05,J
Blood Omen 2: The Legacy of Kain Series,USA,Original,ES00601A,ES,006,01,A
Blood Omen 2: The Legacy of Kain Series,Europe,Original,ES00602E,ES,006,02,E
Blood Omen 2: The Legacy of Kain Series,France,Original,ES00603E,ES,006,03,E
Blood Omen 2: The Legacy of Kain Series,Germany,Original,ES00604E,ES,006,04,E
Blood Omen 2: The Legacy of Kain Series,Italy,Original,ES00605E,ES,006,05,E
Blood Omen 2: The Legacy of Kain Series,Spain,Original,ES00606E,ES,006,06,E
Commandos 2: Men of Courage,Europe,Original,ES00801E,ES,008,01,E
Commandos 2: Men of Courage,Germany,Original,ES00802E,ES,008,02,E
Commandos 2: Men of Courage,Europe,Original,ES00803E,ES,008,03,E
Commandos 2: Men of Courage,USA,Original,ES00804A,ES,008,04,A
Commandos 2: Men of Courage,Asia,Original,ES00805J,ES,008,05,J
Hitman 2: Silent Assassin,Europe,Original,ES00907E,ES,009,07,E
Hitman 2: Silent Assassin,France,Original,ES00908E,ES,009,08,E
Hitman 2: Silent Assassin,Germany,Original,ES00909E,ES,009,09,E
Hitman 2: Silent Assassin,Italy,Original,ES00910E,ES,009,10,E
Hitman 2: Silent Assassin,USA,Original,ES00911A,ES,009,11,A
Hitman 2: Silent Assassin,USA,Platinum Hits,ES00912K,ES,009,12,K
Hitman 2: Silent Assassin,Europe,"Original, Classics, ESC Escape 03 Xbox Charity Pack",ES00914E,ES,009,14,E
Hitman 2: Silent Assassin,France,Classics,ES00915E,ES,009,15,E
Hitman 2: Silent Assassin,Germany,Classics,ES00916E,ES,009,16,E
Hitman 2: Silent Assassin,Italy,Classics,ES00917E,ES,009,17,E
Hitman: Silent Assassin,Japan,Original,ES00918J,ES,009,18,J
Hitman 2: Silent Assassin,USA,Platinum Hits,ES00931K,ES,009,31,K
TimeSplitters 2,USA,Original,ES01002A,ES,010,02,A
TimeSplitters 2,Europe,"Original, Classics",ES01002E,ES,010,02,E
Championship Manager: Season 02/03,Europe,Original,ES01202E,ES,012,02,E
Backyard Wrestling: Don't Try This at Home,Europe,Original,ES01303E,ES,013,03,E
Backyard Wrestling: Don't Try This at Home,USA,Original,ES01304K,ES,013,04,K
The Italian Job,Europe,Original,ES01401E,ES,014,01,E
The Italian Job,USA,Original,ES01402A,ES,014,02,A
Legacy of Kain: Defiance,USA,Original,ES01502A,ES,015,02,A
Legacy of Kain: Defiance,Europe,Original,ES01503E,ES,015,03,E
Whiplash,USA,Original,ES01701A,ES,017,01,A
Whiplash,Europe,Original,ES01703E,ES,017,03,E
Hitman: Contracts,France,Original,ES01802E,ES,018,02,E
Hitman: Contracts,Germany,Original,ES01803E,ES,018,03,E
Hitman: Contracts,Spain,Original,ES01804E,ES,018,04,E
Hitman: Contracts,Italy,Original,ES01805E,ES,018,05,E
Hitman: Contracts,Europe,Original,ES01807E,ES,018,07,E
Hitman: Contracts,USA,Original,ES01808A,ES,018,08,A
Hitman: Contracts,Japan,Original,ES01809J,ES,018,09,J
ShellShock: Nam '67,Europe,Original,ES01906W,ES,019,06,W
Crash 'n' Burn,Europe,Original,ES02001W,ES,020,01,W
Backyard Wrestling 2: There Goes the Neighborhood,USA,Original,ES02201K,ES,022,01,K
Backyard Wrestling 2: There Goes the Neighborhood,Europe,Original,ES02202E,ES,022,02,E
25 to Life,USA,Original,ES02402K,ES,024,02,K
Project: Snowblind,Europe,Original,ES02502E,ES,025,02,E
Project: Snowblind,USA,Original,ES02503K,ES,025,03,K
Championship Manager 5,Europe,Original,ES02608E,ES,026,08,E
L'Entraîneur 5: Saison 04/05,France,Original,ES02609E,ES,026,09,E
Scudetto 5,Italy,Original,ES02610E,ES,026,10,E
LEGO Star Wars: The Video Game,Europe,"Original, Classics",ES02901W,ES,029,01,W
LEGO Star Wars: The Video Game,USA,"Original, Platinum Family Hits",ES02902A,ES,029,02,A
Futurama,Europe,Original,FI00202E,FI,002,02,E
Crusty Demons,USA,Original,FL00201A,FL,002,01,A
Murakumo,Japan,Original,FS00101J,FS,001,01,J
Otogi,Japan,Original,FS00201J,FS,002,01,J
Otogi: Myth of Demons,USA,Original,FS00202A,FS,002,02,A
Otogi: Myth of Demons,Europe,Original,FS00203E,FS,002,03,E
Otogi: Myth of Demons,Japan,Special Pack,FS00204J,FS,002,04,J
Thousand Land,Japan,Original,FS00302J,FS,003,02,J
Thousand Land,Japan,Taikenban,FS00350J,FS,003,50,J
Otogi: Hyakki Toubatsu Emaki,Japan,Special Pack,FS00401J,FS,004,01,J
Otogi 2: Immortal Warriors,USA,Original,FS00402A,FS,004,02,A
Otogi 2: Immortal Warriors,Europe,Original,FS00403E,FS,004,03,E
Tenchu 3: Kaiki no Shou,Japan,Original,FS00501J,FS,005,01,J
Metal Wolf Chaos,Japan,Original,FS00601J,FS,006,01,J
Zan Kabuki,Japan,Original,GE00101J,GE,001,01,J
Phantom Crash,Japan,Taikenban,GE00250J,GE,002,50,J
Phantom Crash,Japan,Original,GE00301J,GE,003,01,J
Pariah,Europe,Original,GV00101W,GV,001,01,W
Combat: Task Force 121,USA,Original,GV00302A,GV,003,02,A
Land of the Dead: Road to Fiddler's Green,USA,Original,GV00401W,GV,004,01,W
World War II Combat: Road to Berlin,USA,Original,GV00901W,GV,009,01,W
WarPath,USA,Original,GV01002W,GV,010,02,W
World War II Combat: Iwo Jima,USA,Original,GV01102W,GV,011,02,W
Rugby League,Europe,Original,HE00102E,HE,001,02,E
Frankie Dettori Racing,Europe,Original,HE00402E,HE,004,02,E
Rugby League 2,Europe,Original,HE00503E,HE,005,03,E
Stolen,Europe,Original,HP00101W,HP,001,01,W
Counter Terrorist Special Forces: Fire for Effect,"USA, Europe",Original,HP00202W,HP,002,02,W
Rugby Challenge 2006,Europe,Original,HP00502E,HP,005,02,E
Bloody Roar: Extreme,USA,Original,HU00101A,HU,001,01,A
Bloody Roar: Extreme,Japan,Original,HU00102J,HU,001,02,J
Bloody Roar: Extreme,Europe,Original,HU00103E,HU,001,03,E
Drihoo,Japan,Original,HW00101J,HW,001,01,J
Real World Golf,USA,Original,IA00101W,IA,001,01,W
Ex-Chaser,Japan,Original,IF00101J,IF,001,01,J
Test Drive Off-Road: Wide Open,USA,Original,IG00101A,IG,001,01,A
Off-Road: Wide Open,Europe,Original,IG00102E,IG,001,02,E
TransWorld Snowboarding,Europe,Original,IG00402E,IG,004,02,E
TransWorld Snowboarding,USA,Original,IG00403A,IG,004,03,A
TransWorld Surf,USA,Original,IG00501A,IG,005,01,A
TransWorld Surf,Europe,Original,IG00502E,IG,005,02,E
Loons: The Fight for Fame,USA,Original,IG00601A,IG,006,01,A
Loons: The Fight for Fame,Europe,Original,IG00602E,IG,006,02,E
Test Drive,USA,Original,IG00701A,IG,007,01,A
TD Overdrive: The Brotherhood of Speed,Europe,Original,IG00702E,IG,007,02,E
NASCAR Heat 2002,USA,Original,IG00901A,IG,009,01,A
Furious Karting,USA,Original,IG01101A,IG,011,01,A
Furious Karting,Europe,Original,IG01102E,IG,011,02,E
Taz: Wanted,USA,Original,IG01301A,IG,013,01,A
Taz: Wanted,Europe,Original,IG01302E,IG,013,02,E
Magic: The Gathering: Battlegrounds,"USA, Europe",Original,IG01401W,IG,014,01,W
Magic: The Gathering: Battlegrounds,USA,Demo,IG01450W,IG,014,50,W
Monopoly Party,Europe,Original,IG01502E,IG,015,02,E
Monopoly Party,USA,Original,IG01503A,IG,015,03,A
Battle Engine Aquila,Europe,Original,IG01601E,IG,016,01,E
Battle Engine Aquila,USA,Original,IG01602A,IG,016,02,A
Battle Engine Aquila,Korea,Original,IG01603J,IG,016,03,J
Slam Tennis,Europe,Original,IG01704E,IG,017,04,E
Zapper,Europe,Original,IG01802E,IG,018,02,E
Zapper,USA,Original,IG01803A,IG,018,03,A
Dungeons & Dragons: Heroes,USA,Original,IG01901K,IG,019,01,K
Dungeons & Dragons: Heroes,France,Original,IG01904E,IG,019,04,E
Dungeons & Dragons: Heroes,Spain,Original,IG01905E,IG,019,05,E
Dungeons & Dragons: Heroes,Italy,Original,IG01906E,IG,019,06,E
Dungeons & Dragons: Heroes,Europe,Original,IG01907E,IG,019,07,E
Racing Evoluzione,Europe,Original,IG02103E,IG,021,03,E
Apex,USA,Original,IG02104A,IG,021,04,A
Apex,Asia,Original,IG02108J,IG,021,08,J
Superman: The Man of Steel,USA,Original,IG02202A,IG,022,02,A
Superman: The Man of Steel,Europe,Original,IG02204E,IG,022,04,E
Gun Valkyrie,Europe,Original,IG02301E,IG,023,01,E
JSRF: Jet Set Radio Future,Europe,Original,IG02401E,IG,024,01,E
Splashdown,USA,Original,IG02701A,IG,027,01,A
Splashdown,Europe,Original,IG02702E,IG,027,02,E
Micro Machines,Europe,Original,IG02801E,IG,028,01,E
Mission: Impossible: Operation Surma,USA,Original,IG03101K,IG,031,01,K
Mission: Impossible: Operation Surma,Europe,Original,IG03102E,IG,031,02,E
Enter the Matrix,USA,Original,IG03403A,IG,034,03,A
Enter the Matrix,Japan,Original,IG03404J,IG,034,04,J
Enter the Matrix,Europe,Original,IG03407E,IG,034,07,E
Enter the Matrix,Korea,Original,IG03409J,IG,034,09,J
Crazy Taxi 3,Germany,Original,IG03501E,IG,035,01,E
Crazy Taxi 3,Europe,Original,IG03502E,IG,035,02,E
Unreal Championship,"Japan, Asia","Original, World Collection",IG03604J,IG,036,04,J
Unreal Championship,"USA, Europe",Original,IG03605L,IG,036,05,L
Shadow Ops: Red Mercury,USA,Original,IG03701K,IG,037,01,K
The Terminator: Dawn of Fate,USA,Original,IG03801A,IG,038,01,A
The Terminator: Dawn of Fate,Europe,Original,IG03802E,IG,038,02,E
The Terminator: Dawn of Fate,Korea,Original,IG03803J,IG,038,03,J
Dead Man's Hand,USA,Original,IG03902K,IG,039,02,K
Nickelodeon Party Blast,USA,Original,IG04001A,IG,040,01,A
Nickelodeon Party Blast,Europe,Original,IG04003E,IG,040,03,E
Sega Soccer Slam,Europe,Original,IG04101E,IG,041,01,E
Panzer Dragoon Orta,Europe,Original,IG04301E,IG,043,01,E
Sega GT 2002,Europe,Original,IG04401E,IG,044,01,E
RollerCoaster Tycoon,Europe,Original,IG04604E,IG,046,04,E
RollerCoaster Tycoon,USA,Original,IG04605K,IG,046,05,K
V-Rally 3,Europe,Original,IG05204E,IG,052,04,E
V-Rally 3,Asia,Original,IG05205K,IG,052,05,K
Driv3r,"USA, Europe","Original, Classics",IG05602W,IG,056,02,W
Godzilla: Destroy All Monsters Melee,Europe,Original,IG05702W,IG,057,02,W
Terminator 3: Rise of the Machines,"USA, Europe",Original,IG05901W,IG,059,01,W
Unreal II: The Awakening,USA,Original,IG06001K,IG,060,01,K
Unreal II: The Awakening,Europe,Original,IG06002E,IG,060,02,E
Trivial Pursuit: Unhinged,USA,Original,IG06101A,IG,061,01,A
Terminator 3: The Redemption,USA,Original,IG06201K,IG,062,01,K
Terminator 3: The Redemption,Europe,Original,IG06202E,IG,062,02,E
Dead Man's Hand,Europe,Original,IG06401E,IG,064,01,E
Shadow Ops: Red Mercury,Europe,Original,IG06501E,IG,065,01,E
Godzilla: Save the Earth,Europe,Original,IG11501W,IG,115,01,W
Forgotten Realms: Demon Stone,USA,Original,IG11601K,IG,116,01,K
Demon Stone,Europe,Original,IG11603E,IG,116,03,E
Test Drive: Eve of Destruction,USA,Original,IG11701K,IG,117,01,K
Atari Anthology,Europe,Original,IG12101W,IG,121,01,W
Dragon Ball Z: Sagas,USA,Original,IG12201A,IG,122,01,A
Fahrenheit,Europe,Original,IG12303E,IG,123,03,E
Indigo Prophecy,USA,Original,IG12304K,IG,123,04,K
The Matrix: Path of Neo,USA,Original,IG12401K,IG,124,01,K
The Matrix: Path of Neo,Europe,Original,IG12403E,IG,124,03,E
Marc Ecko's Getting Up: Contents Under Pressure,Europe,Original,IG12501W,IG,125,01,W
Driver: Parallel Lines,"USA, Europe",Original,IG12703W,IG,127,03,W
Metal Dungeon,Japan,Original,IL00101J,IL,001,01,J
Braveknight: Leverant Eiyuuden,Japan,Original,IL00201J,IL,002,01,J
Aoi Namida,Japan,Shokaiban,IL00601J,IL,006,01,J
,,,,,,,
Official Xbox Magazine Game Disc 02,USA,Original,IM00101A,IM,001,01,A
Official Xbox Magazine Game Disc 01,Europe,Original,IM00102E,IM,001,02,E
,,,,IM,001,03,
,,,,IM,001,04,
Xbox Playable Starter Pack 2003,UK,Original,IM00105E,IM,001,05,E
The 100 Best Xbox Games Game Disc,UK,Original,IM00106E,IM,001,06,E
The 20 Best Xbox Action Games Game Disc,UK,Original,IM00107E,IM,001,07,E
,,,,IM,001,08,
,,,,IM,001,09,
,,,,IM,001,10,
,,,,IM,001,11,
Official Xbox Starter Pack 2004,UK,Original,IM00112E,IM,001,12,E
,,,,IM,001,13,
,,,,IM,001,14,
,,,,IM,001,15,
,,,,IM,001,16,
,,,,IM,001,17,
,,,,IM,001,18,
Le Magazine Officiel Xbox: Hors-Série Solutions Numéro 08,France,Original,IM00119E,IM,001,19,E
Official Xbox Magazine Game Disc 03,USA,Original,IM00201A,IM,002,01,A
Official Xbox Magazine Game Disc 02,Europe,Original,IM00202E,IM,002,02,E
Official Xbox Magazine Game Disc 02,Australia,Original,IM00203E,IM,002,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 11/2002,Germany,Original,IM00204E,IM,002,04,E
Official Xbox Magazine Game Disc 04,USA,Original,IM00301A,IM,003,01,A
Official Xbox Magazine Game Disc 03,Europe,Original,IM00302E,IM,003,02,E
Official Xbox Magazine Game Disc 03,Australia,Original,IM00303E,IM,003,03,E
Official Xbox Magazine Game Disc 05,USA,Original,IM00401A,IM,004,01,A
Official Xbox Magazine Game Disc 04,Europe,Original,IM00402E,IM,004,02,E
Official Xbox Magazine Game Disc 04,Australia,Original,IM00403E,IM,004,03,E
Official Xbox Magazine Game Disc 06,USA,Original,IM00501A,IM,005,01,A
Official Xbox Magazine Game Disc 05,Europe,Original,IM00502E,IM,005,02,E
Official Xbox Magazine Game Disc 05,Australia,Original,IM00503E,IM,005,03,E
Official Xbox Magazine Game Disc 06,Europe,Original,IM00602E,IM,006,02,E
Official Xbox Magazine Game Disc 06,Australia,Original,IM00603E,IM,006,03,E
Official Xbox Magazine Game Disc 07,USA,Original,IM00604A,IM,006,04,A
Official Xbox Magazine Game Disc 08,USA,Original,IM00701A,IM,007,01,A
Official Xbox Magazine Game Disc 07,Europe,Original,IM00702E,IM,007,02,E
Official Xbox Magazine Game Disc 07,Australia,Original,IM00703E,IM,007,03,E
Official Xbox Magazine Game Disc 09,USA,Original,IM00801A,IM,008,01,A
Official Xbox Magazine Game Disc 08,Europe,Original,IM00802E,IM,008,02,E
Official Xbox Magazine Game Disc 08,Australia,Original,IM00803E,IM,008,03,E
Official Xbox Magazine Game Disc 10,USA,Original,IM00901A,IM,009,01,A
Official Xbox Magazine Game Disc 09,Europe,Original,IM00902E,IM,009,02,E
Official Xbox Magazine Game Disc 09,Australia,Original,IM00903E,IM,009,03,E
Official Xbox Magazine Game Disc 11,USA,Original,IM01001A,IM,010,01,A
Official Xbox Magazine Game Disc 10,Europe,Original,IM01002E,IM,010,02,E
Official Xbox Magazine Game Disc 12,USA,Original,IM01101A,IM,011,01,A
Official Xbox Magazine Game Disc 11,Europe,Original,IM01102E,IM,011,02,E
Official Xbox Magazine Game Disc 13,USA,Original,IM01201A,IM,012,01,A
Official Xbox Magazine Game Disc 12,Europe,Original,IM01202E,IM,012,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 01/2003,Germany,Original,IM01203E,IM,012,03,E
Official Xbox Magazine Game Disc 13,Europe,Original,IM01301E,IM,013,01,E
Official Xbox Magazine Game Disc 14,USA,Original,IM01302A,IM,013,02,A
Xbox Magazine Ufficiale Game Disc 18: Luglio 2003,Italy,Original,IM01803E,IM,013,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 02/2003,Germany,Original,IM01304E,IM,013,04,E
Official Xbox Magazine Game Disc 15,USA,Original,IM01401A,IM,014,01,A
Official Xbox Magazine Game Disc 14,Europe,Original,IM01402E,IM,014,02,E
Official Xbox Magazine Game Disc 12,Australia,Original,IM01403E,IM,014,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 03/2003,Germany,Original,IM01404E,IM,014,04,E
Official Xbox Magazine Game Disc 16,USA,Original,IM01501A,IM,015,01,A
Official Xbox Magazine Game Disc 15,Europe,Original,IM01502E,IM,015,02,E
Official Xbox Magazine Game Disc 17,USA,Original,IM01601A,IM,016,01,A
Official Xbox Magazine Game Disc 16,Europe,Original,IM01602E,IM,016,02,E
Official Xbox Magazine Game Disc 16,Australia,Original,IM01603E,IM,016,03,E
Official Xbox Magazine Game Disc 18,USA,Original,IM01701A,IM,017,01,A
Official Xbox Magazine Game Disc 17,Europe,Original,IM01702E,IM,017,02,E
Official Xbox Magazine Game Disc 19,USA,Original,IM01801A,IM,018,01,A
Das Offizielle Xbox-Magazin: Cover-DVD 07/2003,Germany,Original,IM01804E,IM,018,04,E
Official Xbox Magazine Game Disc 18,Europe,Original,IM01805E,IM,018,05,E
Official Xbox Magazine Game Disc 18,Australia,Original,IM01806E,IM,018,06,E
The Ultimate Halo Companion DVD Set,Europe,Original,IM01807E,IM,018,07,E
Official Xbox Magazine Game Disc 20,USA,Original,IM01901A,IM,019,01,A
Le Magazine Officiel Xbox: Le DVD Numéro 18,France,Original,IM01903E,IM,019,03,E
Official Xbox Magazine Game Disc 19,Europe,Original,IM01904E,IM,019,04,E
Das Offizielle Xbox-Magazin: Cover-DVD 08/2003,Germany,Original,IM01905E,IM,019,05,E
Official Xbox Magazine Game Disc 21,USA,Original,IM02003A,IM,020,03,A
Official Xbox Magazine Game Disc 20,Europe,Original,IM02004E,IM,020,04,E
Le Magazine Officiel Xbox: Le DVD Numéro 19 ~ Das Offizielle Xbox-Magazin: Cover-DVD 09/2003,Europe,Original,IM02007E,IM,020,07,E
Official Xbox Magazine Game Disc 22,USA,Original,IM02101A,IM,021,01,A
Le Magazine Officiel Xbox: Le DVD Numéro 20,France,Original,IM02102E,IM,021,02,E
Official Xbox Magazine Game Disc 21,Europe,Original,IM02103E,IM,021,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 10/2003,Germany,Original,IM02107E,IM,021,07,E
Official Xbox Magazine Game Disc 23,USA,Original,IM02201A,IM,022,01,A
Official Xbox Magazine Game Disc 22,Europe,Original,IM02202E,IM,022,02,E
Official Xbox Magazine Game Disc 21,Australia,Original,IM02203E,IM,022,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 11/2003,Germany,Original,IM02205E,IM,022,05,E
Official Xbox Magazine Game Disc 24,USA,Original,IM02302A,IM,023,02,A
Official Xbox Magazine Game Disc 23,Europe,Original,IM02305E,IM,023,05,E
Official Xbox Magazine Game Disc 22,"Europe, Australia",Original,IM02307E,IM,023,07,E
Le Magazine Officiel Xbox: Le DVD Numéro 22,France,Original,IM02307E,IM,023,07,E
Official Xbox Magazine Game Disc 25,USA,Original,IM02401A,IM,024,01,A
Official Xbox Magazine Game Disc 24,Europe,Original,IM02402E,IM,024,02,E
Official Xbox Magazine Game Disc 23,"Europe, Australia",Original,IM02403E,IM,024,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 01/2004,Germany,Original,IM02407E,IM,024,07,E
Official Xbox Magazine Game Disc 26,USA,Original,IM02501A,IM,025,01,A
Official Xbox Magazine Game Disc 25,Europe,Original,IM02504E,IM,025,04,E
Official Xbox Magazine Game Disc 24,"Europe, Australia",Original,IM02505E,IM,025,05,E
Official Xbox Magazine Best of Xbox Game Demos Vol. 1,USA,Original,IM02601A,IM,026,01,A
Official Xbox Magazine Game Disc 26,Europe,Original,IM02604E,IM,026,04,E
Official Xbox Magazine Game Disc 25,"Europe, Australia",Original,IM02605E,IM,026,05,E
Official Xbox Magazine Game Disc 27,USA,Original,IM02701A,IM,027,01,A
Official Xbox Magazine Game Disc 27,Europe,Original,IM02702E,IM,027,02,E
Le Magazine Officiel Xbox: Le DVD Numéro 26 ~ Das Offizielle Xbox-Magazin: Cover-DVD 04/2004,Europe,Original,IM02703E,IM,027,03,E
Official Xbox Magazine Game Disc 28,USA,Original,IM02801A,IM,028,01,A
Official Xbox Magazine Game Disc 28,Europe,Original,IM02802E,IM,028,02,E
Official Xbox Magazine Game Disc 29,USA,Original,IM02902A,IM,029,02,A
Official Xbox Magazine Game Disc 29,"Europe, Australia",Original,IM02903E,IM,029,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 06/2004,Germany,Original,IM02904E,IM,029,04,E
Official Xbox Magazine Game Disc 30,USA,Original,IM03002A,IM,030,02,A
Das Offizielle Xbox-Magazin: Cover-DVD 07/2004,Germany,Original,IM03004E,IM,030,04,E
Official Xbox Magazine Game Disc 30,Europe,Original,IM03005E,IM,030,05,E
Official Xbox Magazine Game Disc 31,USA,Original,IM03101A,IM,031,01,A
Official Xbox Magazine Game Disc 31,"Europe, Australia",Original,IM03102E,IM,031,02,E
Official Xbox Magazine Game Disc 32,USA,Original,IM03201A,IM,032,01,A
Official Xbox Magazine Game Disc 32,"Europe, Australia",Original,IM03202E,IM,032,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 09/2004,Germany,Original,IM03203E,IM,032,03,E
Official Xbox Magazine Game Disc 33,USA,Original,IM03301A,IM,033,01,A
Official Xbox Magazine Game Disc 33,Europe,Original,IM03303E,IM,033,03,E
Official Xbox Magazine Game Disc 34,USA,Original,IM03401A,IM,034,01,A
Official Xbox Magazine Game Disc 34,"Europe, Australia",Original,IM03402E,IM,034,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 10/2004,Germany,Original,IM03403E,IM,034,03,E
Official Xbox Magazine Game Disc 35,USA,Original,IM03501A,IM,035,01,A
Official Xbox Magazine Game Disc 35,Europe,Original,IM03502E,IM,035,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 11/2004,Germany,Original,IM03503E,IM,035,03,E
Official Xbox Magazine Game Disc 36,USA,Original,IM03601A,IM,036,01,A
Official Xbox Magazine Game Disc 36,"Europe, Australia",Original,IM03602E,IM,036,02,E
Official Xbox Magazine Game Disc 37,USA,Original,IM03701A,IM,037,01,A
Official Xbox Magazine Game Disc 37,Europe,Original,IM03702E,IM,037,02,E
Official Xbox Magazine Game Disc 38,USA,Original,IM03801A,IM,038,01,A
Official Xbox Magazine Game Disc 38,Europe,Original,IM03802E,IM,038,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 03/2005,Germany,Original,IM03803E,IM,038,03,E
Official Xbox Magazine Game Disc 39,USA,Original,IM03901A,IM,039,01,A
Official Xbox Magazine Game Disc 39,"Europe, Australia",Original,IM03902E,IM,039,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 04/2005,Germany,Original,IM03903E,IM,039,03,E
Official Xbox Magazine Game Disc 40,"Europe, Australia",Original,IM04002E,IM,040,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 05/2005,Germany,Original,IM04003E,IM,040,03,E
Official Xbox Magazine Game Disc 41,Europe,Original,IM04102E,IM,041,02,E
Le Magazine Officiel Xbox: Le DVD Numéro 40,France,Original,IM04103E,IM,041,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 06/2005,Germany,Original,IM04104E,IM,041,04,E
Le Magazine Officiel Xbox: Le DVD Numéro 41,France,Original,IM04202E,IM,042,02,E
Official Xbox Magazine Game Disc 42,Europe,Original,IM04203E,IM,042,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 07/2005,Germany,Original,IM04204E,IM,042,04,E
Official Xbox Magazine Game Disc 43,Europe,Original,IM04302E,IM,043,02,E
Le Magazine Officiel Xbox: Le DVD Numéro 42,France,Original,IM04303E,IM,043,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 08/2005,Germany,Original,IM04304E,IM,043,04,E
Official Xbox Magazine Game Disc 44,Europe,Original,IM04402E,IM,044,02,E
Official Xbox Magazine Game Disc 44,Australia,Original,IM04403E,IM,044,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 09/2005,Germany,Original,IM04404E,IM,044,04,E
Official Xbox Magazine Game Disc 45,Europe,Original,IM04502E,IM,045,02,E
Le Magazine Officiel Xbox: Le DVD Numéro 44,France,Original,IM04503E,IM,045,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 10/2005,Germany,Original,IM04504E,IM,045,04,E
Official Xbox Magazine Game Disc 46,Europe,Original,IM04602E,IM,046,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 11/2005,Germany,Original,IM04604E,IM,046,04,E
Official Xbox Magazine Game Disc 47,Europe,Original,IM04702E,IM,047,02,E
Official Xbox Magazine Game Disc 48,Europe,Original,IM04802E,IM,048,02,E
Le Magazine Officiel Xbox: Le DVD Numéro 47,France,Original,IM04803E,IM,048,03,E
Das Offizielle Xbox-Magazin: Cover-DVD 12/2005,Germany,Original,IM04804E,IM,048,04,E
Official Xbox Magazine Game Disc 49,"Europe, Australia",Original,IM04902E,IM,049,02,E
Das Offizielle Xbox-Magazin: Cover-DVD 01/2006,Germany,Original,IM04904E,IM,049,04,E
Official Xbox Magazine Game Disc 50,Europe,Original,IM05002E,IM,050,02,E
Official Xbox Magazine Game Disc 40,USA,Original,IM06701A,IM,067,01,A
Official Xbox Magazine Game Disc 41,USA,Original,IM06801A,IM,068,01,A
Official Xbox Magazine Game Disc 42,USA,Original,IM06902A,IM,069,02,A
Official Xbox Magazine Game Disc 43,USA,Original,IM07001A,IM,070,01,A
Official Xbox Magazine Game Disc 44,USA,Original,IM07101A,IM,071,01,A
Official Xbox Magazine Game Disc 45,USA,Original,IM07401A,IM,074,01,A
Official Xbox Magazine Game Disc 46,USA,Original,IM07501A,IM,075,01,A
