title,region,edition,xboxid,pubid,gameid,discid,regionid
Dead or Alive Xtreme Beach Volleyball,Europe,Original,TC00710E,TC,007,10,E
Gungriffon: Allied Strike,"USA, Japan",Original,TC00903K,TC,009,03,K
Project Zero II: Crimson Butterfly: Director's Cut,Europe,Original,TC01003E,TC,010,03,E
Fatal Frame II: Crimson Butterfly: Director's Cut,USA,Original,TC01005K,TC,010,05,K
Fatal Frame II: Crimson Butterfly,Japan,Original,TC01006J,TC,010,06,J
Gungriffon: Allied Strike,Europe,Original,TC01201E,TC,012,01,E
Ninja Gaiden Black,Europe,Classics,TC01303E,TC,013,03,E
Ninja Gaiden Black,Japan,Original,TC01304J,TC,013,04,J
Ninja Gaiden Black,USA,Original,TC01305A,TC,013,05,A
Tecmo Classic Arcade,"USA, Japan",Original,TC01401K,TC,014,01,K
Tecmo Classic Arcade,Europe,Original,TC01402E,TC,014,02,E
High Heat Major League Baseball 2004,USA,Original,TD00601A,TD,006,01,A
Magi Death Fight!,Japan,Original,TK00102J,TK,001,02,J
Plus Plumb 2,Japan,Original,TK00402J,TK,004,02,J
Shrek,USA,Original,TM00101A,TM,001,01,A
Shrek,Europe,Original,TM00102E,TM,001,02,E
Robotech: Battlecry,USA,Original,TM00201A,TM,002,01,A
Robotech: Battlecry,Europe,Original,TM00202E,TM,002,02,E
Aquaman: Battle for Atlantis,USA,Original,TM00301A,TM,003,01,A
Shrek Super Party,USA,Original,TM00401A,TM,004,01,A
Shrek Super Party,Europe,Original,TM00403E,TM,004,03,E
World Racing,USA,Original,TM00502A,TM,005,02,A
World Racing,Europe,Original,TM00505E,TM,005,05,E
Outlaw Golf,Europe,Original,TM00601E,TM,006,01,E
Outlaw Golf,Europe,Original,TM00603E,TM,006,03,E
Knights of the Temple: Infernal Crusade,Europe,Original,TM00701E,TM,007,01,E
Conan,Europe,Original,TM00801E,TM,008,01,E
SeaBlade,Europe,Original,TM00901E,TM,009,01,E
UFC: Ultimate Fighting Championship: Tapout 2,USA,Original,TM01001A,TM,010,01,A
Corvette,USA,Original,TM01101A,TM,011,01,A
Disney's The Haunted Mansion,USA,Original,TM01301A,TM,013,01,A
Disney's The Haunted Mansion,Europe,Original,TM01303E,TM,013,03,E
Dinotopia: The Sunstone Odyssey,Europe,Original,TM01501E,TM,015,01,E
Dinotopia: The Sunstone Odyssey,USA,Original,TM01502A,TM,015,02,A
Star Trek: Shattered Universe,USA,Original,TM01601A,TM,016,01,A
Star Trek: Shattered Universe,Europe,Original,TM01602E,TM,016,02,E
Gene Troopers,Europe,Original,TM01701W,TM,017,01,W
World Racing 2,Europe,Original,TM01801W,TM,018,01,W
Knights of the Temple II,Europe,Original,TM01901W,TM,019,01,W
New Legends,USA,Original,TQ00101A,TQ,001,01,A
New Legends,Europe,Original,TQ00102E,TQ,001,02,E
WWF Raw,USA,Original,TQ00201A,TQ,002,01,A
WWE Raw,Europe,Original,TQ00202E,TQ,002,02,E
MX 2002 featuring Ricky Carmichael,USA,Original,TQ00301A,TQ,003,01,A
MX 2002 featuring Ricky Carmichael,Europe,Original,TQ00303E,TQ,003,03,E
Dark Summit,USA,Original,TQ00401A,TQ,004,01,A
Dark Summit,Europe,Original,TQ00402E,TQ,004,02,E
Red Faction II,USA,Original,TQ00501A,TQ,005,01,A
Red Faction II,Europe,Original,TQ00502E,TQ,005,02,E
Red Faction II,Asia,Original,TQ00503J,TQ,005,03,J
Yager,Europe,Promo,TQ00602E,TQ,006,02,E
Yager,Europe,Original,TQ00603E,TQ,006,03,E
Yager,Korea,Original,TQ00604J,TQ,006,04,J
Toxic Grind,USA,Original,TQ00701A,TQ,007,01,A
Toxic Grind,Europe,Original,TQ00702E,TQ,007,02,E
MotoGP,USA,Original,TQ00801A,TQ,008,01,A
MotoGP,Europe,Classics,TQ00802E,TQ,008,02,E
MotoGP,Asia,Original,TQ00803J,TQ,008,03,J
FILA World Tour Tennis,Europe,Original,TQ00902E,TQ,009,02,E
Tetris Worlds,USA,Original,TQ01001A,TQ,010,01,A
Tetris Worlds,Europe,Original,TQ01002E,TQ,010,02,E
Evil Dead: A Fistful of Boomstick,Germany,Original,TQ01102E,TQ,011,02,E
Evil Dead: A Fistful of Boomstick,Europe,Original,TQ01103L,TQ,011,03,L
Circus Maximus: Chariot Wars,Europe,Original,TQ01201E,TQ,012,01,E
WWE Raw 2,USA,Original,TQ01301A,TQ,013,01,A
WWE Raw 2,Europe,Original,TQ01302E,TQ,013,02,E
Scooby-Doo! Mystery Mayhem,Europe,Original,TQ01402W,TQ,014,02,W
Alter Echo,USA,Original,TQ01501A,TQ,015,01,A
Alter Echo,Europe,Original,TQ01502E,TQ,015,02,E
Alter Echo,Europe,Original,TQ01503E,TQ,015,03,E
MX SuperFly,USA,Original,TQ01601A,TQ,016,01,A
MX SuperFly,Europe,Original,TQ01602E,TQ,016,02,E
Metal Dungeon,Europe,Original,TQ01901E,TQ,019,01,E
MotoGP URT2 Online Challenge,Japan,Original,TQ02203J,TQ,022,03,J
MotoGP 2,Europe,Original,TQ02204E,TQ,022,04,E
MotoGP 2,USA,Original,TQ02206A,TQ,022,06,A
MotoGP 2,Asia,Original,TQ02208J,TQ,022,08,J
The Punisher,USA,Original,TQ02401K,TQ,024,01,K
The Punisher,Europe,Original,TQ02403E,TQ,024,03,E
The Punisher,Europe,Original,TQ02404E,TQ,024,04,E
Nickelodeon SpongeBob SquarePants in: Battle for Bikini Bottom,USA,Original,TQ02601A,TQ,026,01,A
Nickelodeon SpongeBob SquarePants in: Battle for Bikini Bottom,Europe,Original,TQ02602E,TQ,026,02,E
Tetris Worlds,USA,Rerelease,TQ02830A,TQ,028,30,A
Tetris Worlds,Europe,Rerelease,TQ02833E,TQ,028,33,E
Broken Sword: The Sleeping Dragon,Europe,Original,TQ02903E,TQ,029,03,E
Broken Sword: The Sleeping Dragon,USA,Original,TQ02905A,TQ,029,05,A
Disney/Pixar Finding Nemo,USA,Platinum Family Hits,TQ03001A,TQ,030,01,A
Disney/Pixar Finding Nemo,Europe,Original,TQ03002E,TQ,030,02,E
Disney/Pixar Finding Nemo,Scandinavia,Original,TQ03004E,TQ,030,04,E
Disney/Pixar Finding Nemo,Europe,Original,TQ03005E,TQ,030,05,E
Scooby-Doo! Night of 100 Frights,USA,Original,TQ03101A,TQ,031,01,A
The Fairly OddParents: Breakin' da Rules,USA,Original,TQ03201A,TQ,032,01,A
MX Unleashed,USA,Original,TQ03301K,TQ,033,01,K
MX Unleashed,Europe,Original,TQ03302E,TQ,033,02,E
Full Spectrum Warrior,USA,Original,TQ03401K,TQ,034,01,K
Full Spectrum Warrior,Europe,Original,TQ03404E,TQ,034,04,E
Full Spectrum Warrior,Europe,Original,TQ03405E,TQ,034,05,E
Full Spectrum Warrior,"Japan, Asia",Original,TQ03407J,TQ,034,07,J
Sphinx and the Cursed Mummy,USA,Original,TQ03501K,TQ,035,01,K
Sphinx and the Cursed Mummy,Korea,Original,TQ03503J,TQ,035,01,J
Sphinx and the Cursed Mummy,Europe,Original,TQ03504E,TQ,035,04,E
WWE WrestleMania 21,USA,Original,TQ03603K,TQ,036,03,K
Evil Dead: Regeneration,USA,Original,TQ03701K,TQ,037,01,K
Evil Dead: Regeneration,Europe,Original,TQ03702E,TQ,037,02,E
Destroy All Humans!,USA,Original,TQ03801K,TQ,038,01,K
Destroy All Humans!,Europe,Original,TQ03802E,TQ,038,02,E
Destroy All Humans!,Germany,Original,TQ03804E,TQ,038,04,E
Nickelodeon SpongeBob SquarePants: The Movie,USA,Original,TQ03901K,TQ,039,01,K
Nickelodeon SpongeBob SquarePants: The Movie,Europe,Original,TQ03902E,TQ,039,02,E
Nickelodeon SpongeBob Schwammkopf: Der Film,Germany,Original,TQ03904E,TQ,039,04,E
Disney/Pixar The Incredibles,USA,Original,TQ04001K,TQ,040,01,K
Disney/Pixar The Incredibles,Europe,Original,TQ04002E,TQ,040,02,E
Disney/Pixar Gli Incredibili,Italy,Original,TQ04003E,TQ,040,03,E
Disney/Pixar Die Unglaublichen,Germany,Original,TQ04005E,TQ,040,05,E
Disney/Pixar The Incredibles,Europe,Original,TQ04007E,TQ,040,07,E
Disney/Pixar Mr. Incredible,Japan,Original,TQ04008J,TQ,040,08,J
Disney/Pixar Los Increíbles,Spain,Original,TQ04010E,TQ,040,10,E
MotoGP: Ultimate Racing Technology 3,Europe,Original,TQ13604W,TQ,136,04,W
MotoGP: Ultimate Racing Technology 3,Italy,Original,TQ13605E,TQ,136,05,E
Hot Wheels: Stunt Track Challenge,USA,Original,TQ13703K,TQ,137,03,K
Hot Wheels: Stunt Track Challenge,Europe,Original,TQ13704E,TQ,137,04,E
Nickelodeon Tak 2: The Staff of Dreams,USA,Original,TQ13901K,TQ,139,01,K
Nickelodeon Tak 2: The Staff of Dreams,Europe,Original,TQ13903E,TQ,139,03,E
MX vs. ATV Unleashed,USA,Original,TQ23701K,TQ,237,01,K
MX vs. ATV Unleashed,Europe,Original,TQ23702E,TQ,237,02,E
Juiced,"USA, Europe",Original,TQ23901W,TQ,239,01,W
Disney/Pixar Cars,USA,Original,TQ24201K,TQ,242,01,K
Disney/Pixar Cars,Europe,Original,TQ24202E,TQ,242,02,E
Disney/Pixar Cars,France,Original,TQ24203E,TQ,242,03,E
Disney/Pixar Cars,Germany,Original,TQ24204E,TQ,242,04,E
Juiced,Europe,Demo,TQ24350W,TQ,243,50,W
Nickelodeon Tak: The Great Juju Challenge,USA,Original,TQ24401K,TQ,244,01,K
Nickelodeon Tak: The Great Juju Challenge,Europe,Original,TQ24402E,TQ,244,02,E
Nickelodeon Tak: Die große Juju-Jagd,Germany,Original,TQ24403E,TQ,244,03,E
Disney/Pixar The Incredibles: Rise of the Underminer,USA,Original,TQ24601K,TQ,246,01,K
Disney/Pixar The Incredibles: Rise of the Underminer,Europe,Original,TQ24602E,TQ,246,02,E
Scooby-Doo! Unmasked,Europe,Original,TQ24701W,TQ,247,01,W
Full Spectrum Warrior: Ten Hammers,USA,Original,TQ24801K,TQ,248,01,K
Full Spectrum Warrior: Ten Hammers,Europe,Original,TQ24802E,TQ,248,02,E
Full Spectrum Warrior: Ten Hammers,Germany,Original,TQ24803E,TQ,248,03,E
WWE WrestleMania 21,Europe,Original,TQ24901E,TQ,249,01,E
"Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!",USA,Original,TQ25001K,TQ,250,01,K
"Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!",Europe,Original,TQ25002E,TQ,250,02,E
"Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!",Europe,Original,TQ25003E,TQ,250,03,E
Full Spectrum Warrior: Ten Hammers,USA,Demo,TQ25850W,TQ,258,50,W
Nickelodeon Avatar: The Last Airbender,USA,Original,TQ26101K,TQ,261,01,K
Destroy All Humans! 2,"USA, Europe",Original,TQ26201W,TQ,262,01,W
Disney/Pixar Ratatouille,USA,Original,TQ26501A,TQ,265,01,A
Barbarian,Europe,Original,TS00202E,TS,002,02,E
RoboCop,Europe,Original,TS00503E,TS,005,03,E
RoboCop,USA,Original,TS00504A,TS,005,04,A
4x4 Evo 2,USA,Original,TT00101A,TT,001,01,A
4x4 Evo 2,Europe,Original,TT00102E,TT,001,02,E
Max Payne,USA,"Original, Platinum Hits",TT00301A,TT,003,01,A
Max Payne,Europe,Classics,TT00302E,TT,003,02,E
Serious Sam,USA,Original,TT00401A,TT,004,01,A
Serious Sam,Europe,Original,TT00402E,TT,004,02,E
Conflict: Desert Storm,USA,Platinum Hits,TT00501A,TT,005,01,A
State of Emergency,USA,Original,TT00601A,TT,006,01,A
State of Emergency,Europe,Original,TT00603E,TT,006,03,E
Midnight Club II,Europe,Original,TT00802E,TT,008,02,E
Midnight Club II,USA,Platinum Hits,TT00803A,TT,008,03,A
Mafia,USA,Original,TT00902A,TT,009,02,A
Mafia,Germany,Original,TT00903E,TT,009,03,E
Mafia,Spain,Original,TT00905E,TT,009,05,E
Mafia,Italy,Original,TT00906E,TT,009,06,E
Mafia,Europe,Original,TT00907E,TT,009,07,E
Vietcong: Purple Haze,Europe,Original,TT01002W,TT,010,02,W
MTV Celebrity Deathmatch,Europe,Original,TT01102E,TT,011,02,E
MTV Celebrity Deathmatch,USA,Original,TT01105A,TT,011,05,A
Max Payne 2: The Fall of Max Payne,USA,Original,TT01201A,TT,012,01,A
Max Payne 2: The Fall of Max Payne,Europe,Original,TT01202E,TT,012,02,E
Max Payne 2: The Fall of Max Payne,Europe,Original,TT01203E,TT,012,03,E
Max Payne 2: The Fall of Max Payne,Europe,Original,TT01204E,TT,012,04,E
Serious Sam II,Europe,Original,TT01302L,TT,013,02,L
Grand Theft Auto III,Europe,Double Pack,TT01402E,TT,014,02,E
Grand Theft Auto III,USA,"Double Pack, Grand Theft Auto: The Trilogy",TT01403A,TT,014,03,A
Grand Theft Auto III,Germany,Doppelpack,TT01404E,TT,014,04,E
Grand Theft Auto III,Japan,Double Pack,TT01406J,TT,014,06,J
Grand Theft Auto: Vice City,USA,Double Pack,TT01502A,TT,015,02,A
Grand Theft Auto: Vice City,Europe,Double Pack,TT01503E,TT,015,03,E
Grand Theft Auto: Vice City,Germany,Doppelpack,TT01504E,TT,015,04,E
Carve,"USA, Europe",Original,TT01603L,TT,016,03,L
Pure Pinball,USA,Original,TT01701A,TT,017,01,A
Close Combat: First to Fight: United States Marines,Europe,Original,TT01801E,TT,018,01,E
Close Combat: First to Fight: United States Marines,USA,Original,TT01802A,TT,018,02,A
Army Men: Sarge's War,USA,Original,TT02001A,TT,020,01,A
Army Men: Sarge's War,Europe,Original,TT02002E,TT,020,02,E
Motocross Mania 3,Europe,Original,TT02101L,TT,021,01,L
Virtual Pool: Tournament Edition,Europe,Original,TT02201L,TT,022,01,L
Outlaw Golf 2,USA,Original,TT02301A,TT,023,01,A
Outlaw Golf 2,Europe,Original,TT02302E,TT,023,02,E
Wings of War,USA,Original,TT02402A,TT,024,02,A
Wings of War,Europe,Original,TT02403E,TT,024,03,E
Manhunt,Europe,Original,TT02502E,TT,025,02,E
Manhunt,USA,Original,TT02503A,TT,025,03,A
Red Dead Revolver,USA,Original,TT02601A,TT,026,01,A
Red Dead Revolver,Europe,Original,TT02603E,TT,026,03,E
Red Dead Revolver,Japan,Original,TT02604J,TT,026,04,J
Robotech: Invasion,USA,"Original, Microsoft Confidential",TT02701A,TT,027,01,A
Grand Theft Auto: Vice City,Japan,Double Pack,TT11502J,TT,115,02,J
Grand Theft Auto: Vice City,USA,Grand Theft Auto: The Trilogy,TT11504A,TT,115,04,A
Grand Theft Auto: Vice City,Europe,Original,TT11505E,TT,115,05,E
Grand Theft Auto: Vice City,Europe,Double Pack,TT11507E,TT,115,07,E
Outlaw Tennis,Europe,Original,TT11801E,TT,118,01,E
Outlaw Tennis,USA,Original,TT11802A,TT,118,02,A
Ford Mustang: The Legend Lives,Europe,Original,TT11901E,TT,119,01,E
Ford Mustang: The Legend Lives,USA,Original,TT11902A,TT,119,02,A
Midnight Club 3: DUB Edition,USA,Original,TT12101A,TT,121,01,A
Midnight Club 3: DUB Edition,Europe,Original,TT12102E,TT,121,02,E
Midnight Club 3: DUB Edition Remix,USA,Platinum Hits,TT12105A,TT,121,05,A
Midnight Club 3: DUB Edition Remix,Europe,Original,TT12106E,TT,121,06,E
Scaler,Europe,Original,TT12201L,TT,122,01,L
The Guy Game,USA,Original,TT12301A,TT,123,01,A
Spy vs. Spy,USA,Original,TT12402A,TT,124,02,A
Classified: The Sentinel Crisis,"USA, Europe",Original,TT12501W,TT,125,01,W
Gotcha!,Europe,Original,TT12601E,TT,126,01,E
Robotech: Invasion,Europe,Original,TT12702E,TT,127,02,E
Charlie and the Chocolate Factory,USA,Original,TT12901A,TT,129,01,A
Charlie and the Chocolate Factory,Europe,Original,TT12902E,TT,129,02,E
Grand Theft Auto: San Andreas,USA,Original,TT13002A,TT,130,02,A
Shattered Union,USA,Original,TT13101A,TT,131,01,A
Shattered Union,Europe,Original,TT13102E,TT,131,02,E
Spy vs. Spy,Europe,Original,TT13201E,TT,132,01,E
Grand Theft Auto: San Andreas,Europe,Original,TT13403E,TT,134,03,E
World Poker Tour,USA,Original,TT13501A,TT,135,01,A
World Poker Tour,Europe,Original,TT13503E,TT,135,03,E
Army Men: Major Malfunction,Europe,Original,TT13601W,TT,136,01,W
Ford vs. Chevy,USA,Original,TT13701A,TT,137,01,A
Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.,USA,Original,TT13801A,TT,138,01,A
Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.,Europe,Original,TT13802E,TT,138,02,E
Zathura,USA,Original,TT14001A,TT,140,01,A
NHL 2K6,USA,Original,TT14101A,TT,141,01,A
Sid Meier's Pirates!,Europe,Original,TT14301W,TT,143,01,W
NBA 2K6,USA,Original,TT14401A,TT,144,01,A
College Hoops 2K6,USA,Original,TT14501A,TT,145,01,A
Major League Baseball 2K6,USA,Original,TT14601A,TT,146,01,A
Splat Magazine Renegade Paintball,Europe,Original,TT14701W,TT,147,01,W
Grand Theft Auto: San Andreas,Germany,Original,TT14901E,TT,149,01,E
Major League Baseball 2K5: World Series Edition,USA,Original,TT15001A,TT,150,01,A
The Warriors,Europe,Original,TT15502E,TT,155,02,E
The Warriors,USA,Original,TT15503A,TT,155,03,A
Hummer Badlands,USA,Original,TT15602A,TT,156,02,A
NBA 2K6,Europe,Original,TT16101E,TT,161,01,E
NHL 2K6,Europe,Original,TT16201E,TT,162,01,E
Grand Theft Auto: San Andreas,USA,"Platinum Hits, Grand Theft Auto: The Trilogy",TT16301A,TT,163,01,A
Grand Theft Auto: San Andreas,Europe,Classics,TT16401E,TT,164,01,E
Zathura,Europe,Original,TT16701E,TT,167,01,E
Torino 2006,Europe,Original,TT16902W,TT,169,02,W
The Da Vinci Code,"USA, Europe",Original,TT17102L,TT,171,02,L
NHL 2K7,Europe,Original,TT17301W,TT,173,01,W
NBA 2K7,USA,Original,TT17401W,TT,174,01,W
College Hoops 2K7,USA,Original,TT17501A,TT,175,01,A
Family Guy: Video Game!,Europe,Original,TT17601L,TT,176,01,L
Major League Baseball 2K7,USA,Original,TT17701A,TT,177,01,A
Batman: Vengeance,USA,Original,US00101A,US,001,01,A
Batman: Vengeance,Europe,Original,US00102E,US,001,02,E
Rayman 3: Hoodlum Havoc,USA,Original,US00201K,US,002,01,K
Rayman 3: Hoodlum Havoc,Europe,Original,US00202E,US,002,02,E
Rayman Arena,USA,Original,US00302A,US,003,02,A
Deathrow,Europe,Original,US00402E,US,004,02,E
Deathrow,USA,Original,US00403A,US,004,03,A
Tom Clancy's Ghost Recon 2,"USA, Europe",Original,US00502W,US,005,02,W
Tom Clancy's Ghost Recon,USA,"Original, Platinum Hits, Tom Clancy's Classic Trilogy",US00601A,US,006,01,A
Tom Clancy's Ghost Recon,Europe,Classics,US00602E,US,006,02,E
Tom Clancy's Ghost Recon,Germany,Original,US00603E,US,006,03,E
Tom Clancy's Ghost Recon,Japan,Original,US00605J,US,006,05,J
Tom Clancy's Ghost Recon: Island Thunder,USA,"Original, Platinum Hits",US00701K,US,007,01,K
Tom Clancy's Ghost Recon: Island Thunder,Europe,Original,US00702E,US,007,02,E
Tom Clancy's Ghost Recon: Island Thunder,Japan,Original,US00705J,US,007,05,J
Tom Clancy's Ghost Recon: Island Thunder,USA,Demo,US00750L,US,007,50,L
Far Cry Instincts,"USA, Europe",Original,US00801W,US,008,01,W
Far Cry Instincts,Germany,Original,US00804E,US,008,04,E
Far Cry Instincts,"USA, Europe",Demo,US00850W,US,008,50,W
XIII,"USA, Europe",Original,US00903W,US,009,03,W
Tom Clancy's Ghost Recon,Asia,Original,US01001J,US,010,01,J
Largo Winch: Empire Under Threat,Europe,Original,US01101E,US,011,01,E
Tom Clancy's Splinter Cell,Asia,Original,US01203J,US,012,03,J
Tom Clancy's Splinter Cell,USA,"Original, Platinum Hits, Tom Clancy's Classic Trilogy",US01209A,US,012,09,A
Tom Clancy's Splinter Cell,Europe,"Original, Classics",US01210E,US,012,10,E
Tom Clancy's Splinter Cell,Korea,Original,US01212J,US,012,12,J
Tom Clancy's Splinter Cell,Japan,Original,US01213J,US,012,13,J
Tom Clancy's Splinter Cell,USA,Toys R Us Demo,US01250A,US,012,50,A
Tom Clancy's Splinter Cell (Bonus Disc),Europe,Classics,US01252E,US,012,52,E
UFC: Ultimate Fighting Championship: Tapout,Europe,Original,US01301E,US,013,01,E
Star Wars: Obi-Wan,France,Original,US01501E,US,015,01,E
Myst III: Exile,Europe,Original,US01701E,US,017,01,E
Myst III: Exile,USA,Original,US01703A,US,017,03,A
Dragon's Lair 3D: Return to the Lair,USA,Original,US01801A,US,018,01,A
Dragon's Lair 3D: Return to the Lair,Europe,Original,US01804E,US,018,04,E
Tom Clancy's Rainbow Six 3,"USA, Europe","Original, Best of Platinum Hits, Tom Clancy's Classic Trilogy",US01901W,US,019,01,W
Tom Clancy's Rainbow Six 3,Germany,Original,US01902E,US,019,02,E
Tom Clancy's Rainbow Six 3,Japan,Original,US01904J,US,019,04,J
Tom Clancy's Rainbow Six 3,Korea,Original,US0193J-,US,019,3J,-
Rocky,USA,Original,US02001A,US,020,01,A
Rocky,USA,Demo,US02050A,US,020,50,A
The Elder Scrolls III: Morrowind,Europe,Classics,US02102E,US,021,02,E
Murakumo: Renegade Mech Pursuit,USA,Original,US02201A,US,022,01,A
Beyond Good & Evil,Europe,Original,US02401E,US,024,01,E
Beyond Good & Evil,USA,Original,US02402K,US,024,02,K
Tom Clancy's Splinter Cell: Pandora Tomorrow,"USA, Europe","Original, Platinum Hits",US02502W,US,025,02,W
Tom Clancy's Splinter Cell: Pandora Tomorrow,Japan,Original,US02504J,US,025,04,J
Batman: Rise of Sin Tzu,USA,Original,US02801K,US,028,01,K
Batman: Rise of Sin Tzu,Europe,Original,US02802E,US,028,02,E
Prince of Persia: The Sands of Time,USA,Original,US02901K,US,029,01,K
Prince of Persia: The Sands of Time,Europe,Original,US02902E,US,029,02,E
Tom Clancy's Rainbow Six 3,USA,Demo,US03151A,US,031,51,A
"Crouching Tiger, Hidden Dragon",USA,Original,US03201K,US,032,01,K
"Crouching Tiger, Hidden Dragon",Europe,Original,US03202E,US,032,02,E
Rocky Legends,Europe,Original,US05202W,US,052,02,W
187: Ride or Die,Europe,Original,US05401W,US,054,01,W
Tom Clancy's Rainbow Six 3: Black Arrow,"USA, Europe",Original,US05501W,US,055,01,W
Tom Clancy's Rainbow Six 3: Black Arrow,Japan,Original,US05503J,US,055,03,J
Tom Clancy's Splinter Cell: Chaos Theory,"USA, Europe","Original, Platinum Hits",US05602W,US,056,02,W
Tom Clancy's Splinter Cell: Chaos Theory,Japan,Original,US05603J,US,056,03,J
Tom Clancy's Splinter Cell: Chaos Theory,USA,Demo,US05651W,US,056,51,W
Chessmaster,USA,Original,US05701A,US,057,01,A
The Dukes of Hazzard: Return of the General Lee,Europe,Original,US05802L,US,058,02,L
Prince of Persia: Warrior Within,"USA, Europe","Original, Classics",US05901W,US,059,01,W
Prince of Persia: Kenshi no Kokoro,Japan,Original,US05902J,US,059,02,J
Brothers in Arms: Road to Hill 30,World,Original,US06001W,US,060,01,W
Brothers in Arms: Road to Hill 30,Europe,Original,US06002E,US,060,02,E
XIII: Daitouryou o Koroshita Otoko,Japan,Original,US06102J,US,061,02,J
CSI: Crime Scene Investigation,Europe,Original,US06302W,US,063,02,W
Tork: Prehistoric Punk,USA,Original,US06401A,US,064,01,A
America's Army: Rise of a Soldier,Europe,Original,US06702E,US,067,02,E
America's Army: Rise of a Soldier,USA,Original,US06703A,US,067,03,A
Tom Clancy's Rainbow Six: Lockdown,"USA, Europe",Original,US07202W,US,072,02,W
Tom Clancy's Rainbow Six: Lockdown,Japan,Original,US07203J,US,072,03,J
Monster 4x4: World Circuit,USA,Original,US07301A,US,073,01,A
Myst IV: Revelation,USA,Original,US07401W,US,074,01,W
Cold Fear,"USA, Europe",Original,US07501W,US,075,01,W
Peter Jackson's King Kong: The Official Game of the Movie,"USA, Europe",Original,US07602W,US,076,02,W
Peter Jackson's King Kong: The Official Game of the Movie,Australia,Demo,US07650W,US,076,50,W
Tom Clancy's Ghost Recon 2: Summit Strike,"USA, Europe",Original,US07701W,US,077,01,W
Tom Clancy's Ghost Recon: Advanced Warfighter,"USA, Europe",Original,US08402W,US,084,02,W
AND 1 Streetball,Europe,Original,US08602W,US,086,02,W
Blazing Angels: Squadrons of WWII,Europe,Original,US08702W,US,087,02,W
Prince of Persia: The Two Thrones,"USA, Europe",Original,US08801W,US,088,01,W
Brothers in Arms: Earned in Blood,"USA, Europe",Original,US09001W,US,090,01,W
Brothers in Arms: Earned in Blood,USA,Demo,US09050W,US,090,50,W
Brothers in Arms: Road to Hill 30,Japan,Original,US09102J,US,091,02,J
Darkwatch,Europe,Original,US09201E,US,092,01,E
Tom Clancy's Splinter Cell: Double Agent,"USA, Europe",Original,US09402W,US,094,02,W
Tom Clancy's Rainbow Six: Critical Hour,USA,Original,US09501W,US,095,01,W
Far Cry Instincts: Evolution,"USA, Europe",Original,US09603W,US,096,03,W
Open Season,USA,Original,US09701W,US,097,01,W
Open Season,Europe,Original,US09702E,US,097,02,E
Muzzle Flash,Japan,Original,VC00101J,VC,001,01,J
Hunter: The Reckoning,Europe,Original,VN00401E,VN,004,01,E
Hunter: The Reckoning,Europe,Reprint,VN00401E,VN,004,01,E
Baldur's Gate: Dark Alliance,Europe,Original,VN00601E,VN,006,01,E
Crash Bandicoot: The Wrath of Cortex,USA,Crash Superpack: Platinum Family Hits,VU00301A,VU,003,01,A
The Lord of the Rings: The Fellowship of the Ring,USA,Original,VU00403A,VU,004,03,A
Buffy the Vampire Slayer: Chaos Bleeds,USA,Original,VU00501K,VU,005,01,K
Buffy the Vampire Slayer: Chaos Bleeds,Europe,Original,VU00502E,VU,005,02,E
Hunter: The Reckoning,USA,Original,VU00701A,VU,007,01,A
Hunter: The Reckoning,Asia,Original,VU00702J,VU,007,02,J
Futurama,USA,Original,VU00802A,VU,008,02,A
Antz Extreme Racing,USA,Original,VU00902A,VU,009,02,A
Metal Arms: Glitch in the System,Europe,Original,VU01002E,VU,010,02,E
Metal Arms: Glitch in the System,USA,Original,VU01003K,VU,010,03,K
The Thing,USA,Original,VU01302A,VU,013,02,A
Enclave,USA,Original,VU01401A,VU,014,01,A
Battlestar Galactica,USA,Original,VU01501K,VU,015,01,K
Battlestar Galactica,Europe,Original,VU01502E,VU,015,02,E
Outlaw Golf,USA,Original,VU01601A,VU,016,01,A
Outlaw Golf,Japan,World Collection,VU01603J,VU,016,03,J
Hulk,USA,Original,VU01702A,VU,017,02,A
Hulk,Asia,Original,VU01703J,VU,017,03,J
Total Immersion Racing,USA,Original,VU01901A,VU,019,01,A
James Cameron's Dark Angel,USA,Original,VU02001A,VU,020,01,A
The Simpsons: Hit & Run,USA,Original,VU02101K,VU,021,01,K
The Simpsons: Hit & Run,Europe,"Original, Classics",VU02102E,VU,021,02,E
Bruce Lee: Quest of the Dragon,USA,Original,VU02201A,VU,022,01,A
Mace Griffin: Bounty Hunter,"USA, Asia",Original,VU02401K,VU,024,01,K
Men of Valor,USA,Original,VU02501K,VU,025,01,K
Men of Valor,Europe,Original,VU02502E,VU,025,02,E
Men of Valor,France,Original,VU02506E,VU,025,06,E
Men of Valor,Italy,Original,VU02507E,VU,025,07,E
Baldur's Gate: Dark Alliance,USA,Original,VU02601A,VU,026,01,A
Outlaw Golf: 9 Holes of X-Mas,USA,Original,VU02750A,VU,027,50,A
Crash Nitro Kart,USA,Original,VU03101K,VU,031,01,K
Crash Nitro Kart,Europe,Original,VU03102E,VU,031,02,E
Jurassic Park: Operation Genesis,USA,Original,VU03302K,VU,033,02,K
